dataset,split,label,width,height,aspect_ratio,pixels,mode,size_bytes,filepath,filename,corrupt
train_normal,train,normal,1236,1013,1.22,1252068,L,355970,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0980-0001.jpeg,NORMAL2-IM-0980-0001.jpeg,False
train_normal,train,normal,1646,1410,1.167,2320860,L,596879,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0949-0001.jpeg,NORMAL2-IM-0949-0001.jpeg,False
train_normal,train,normal,1878,1647,1.14,3093066,L,1088652,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0664-0001.jpeg,NORMAL2-IM-0664-0001.jpeg,False
train_normal,train,normal,1620,1527,1.061,2473740,L,609187,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1332-0001.jpeg,NORMAL2-IM-1332-0001.jpeg,False
train_normal,train,normal,2002,1786,1.121,3575572,L,693898,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0269-0001.jpeg,IM-0269-0001.jpeg,False
train_normal,train,normal,2268,1959,1.158,4443012,L,1065669,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1104-0001.jpeg,NORMAL2-IM-1104-0001.jpeg,False
train_normal,train,normal,1296,1036,1.251,1342656,L,331145,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0575-0001.jpeg,IM-0575-0001.jpeg,False
train_normal,train,normal,1396,955,1.462,1333180,L,329170,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0605-0001.jpeg,IM-0605-0001.jpeg,False
train_normal,train,normal,1322,1125,1.175,1487250,L,390544,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1274-0001.jpeg,NORMAL2-IM-1274-0001.jpeg,False
train_normal,train,normal,1916,1677,1.143,3213132,L,702111,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0433-0001.jpeg,IM-0433-0001.jpeg,False
train_normal,train,normal,1810,1434,1.262,2595540,L,582639,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0119-0001.jpeg,IM-0119-0001.jpeg,False
train_normal,train,normal,2094,1912,1.095,4003728,L,931317,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0875-0001.jpeg,NORMAL2-IM-0875-0001.jpeg,False
train_normal,train,normal,1692,1221,1.386,2065932,L,558362,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0428-0001.jpeg,NORMAL2-IM-0428-0001.jpeg,False
train_normal,train,normal,1372,1164,1.179,1597008,L,388678,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0933-0001.jpeg,NORMAL2-IM-0933-0001.jpeg,False
train_normal,train,normal,1857,1815,1.023,3370455,L,1178390,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0684-0001-0001.jpeg,NORMAL2-IM-0684-0001-0001.jpeg,False
train_normal,train,normal,1414,1020,1.386,1442280,L,409021,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1019-0001.jpeg,NORMAL2-IM-1019-0001.jpeg,False
train_normal,train,normal,2088,2074,1.007,4330512,L,1003839,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0453-0001-0002.jpeg,IM-0453-0001-0002.jpeg,False
train_normal,train,normal,1744,1402,1.244,2445088,L,656848,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0374-0001.jpeg,IM-0374-0001.jpeg,False
train_normal,train,normal,1538,1353,1.137,2080914,L,564655,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0697-0001.jpeg,IM-0697-0001.jpeg,False
train_normal,train,normal,1898,1804,1.052,3423992,L,807771,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1196-0001.jpeg,NORMAL2-IM-1196-0001.jpeg,False
train_normal,train,normal,1940,1761,1.102,3416340,L,843243,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1116-0001-0002.jpeg,NORMAL2-IM-1116-0001-0002.jpeg,False
train_normal,train,normal,1902,1499,1.269,2851098,L,703836,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1269-0001-0001.jpeg,NORMAL2-IM-1269-0001-0001.jpeg,False
train_normal,train,normal,1634,1341,1.218,2191194,L,518200,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0718-0001.jpeg,IM-0718-0001.jpeg,False
train_normal,train,normal,1510,1175,1.285,1774250,L,436067,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0645-0001.jpeg,NORMAL2-IM-0645-0001.jpeg,False
train_normal,train,normal,1418,1121,1.265,1589578,L,402410,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0473-0001.jpeg,NORMAL2-IM-0473-0001.jpeg,False
train_normal,train,normal,1682,1519,1.107,2554958,L,627547,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0535-0001.jpeg,NORMAL2-IM-0535-0001.jpeg,False
train_normal,train,normal,1296,1082,1.198,1402272,L,379953,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0554-0001.jpeg,IM-0554-0001.jpeg,False
train_normal,train,normal,1912,1739,1.099,3324968,L,716306,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0467-0001-0001.jpeg,IM-0467-0001-0001.jpeg,False
train_normal,train,normal,1828,1704,1.073,3114912,L,778839,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1125-0001.jpeg,NORMAL2-IM-1125-0001.jpeg,False
train_normal,train,normal,1940,1503,1.291,2915820,L,695884,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0545-0001-0002.jpeg,IM-0545-0001-0002.jpeg,False
train_normal,train,normal,1608,1228,1.309,1974624,L,503076,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0248-0001.jpeg,IM-0248-0001.jpeg,False
train_normal,train,normal,1630,1333,1.223,2172790,L,519065,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0624-0001.jpeg,IM-0624-0001.jpeg,False
train_normal,train,normal,1662,1194,1.392,1984428,L,521045,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0854-0001.jpeg,NORMAL2-IM-0854-0001.jpeg,False
train_normal,train,normal,1244,1005,1.238,1250220,L,386976,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0912-0001.jpeg,NORMAL2-IM-0912-0001.jpeg,False
train_normal,train,normal,1542,1310,1.177,2020020,L,533052,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0409-0001.jpeg,NORMAL2-IM-0409-0001.jpeg,False
train_normal,train,normal,1508,1152,1.309,1737216,L,417591,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0437-0001-0002.jpeg,IM-0437-0001-0002.jpeg,False
train_normal,train,normal,1824,1565,1.165,2854560,L,668507,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0906-0001.jpeg,NORMAL2-IM-0906-0001.jpeg,False
train_normal,train,normal,1786,1175,1.52,2098550,L,519680,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0840-0001.jpeg,NORMAL2-IM-0840-0001.jpeg,False
train_normal,train,normal,1450,1210,1.198,1754500,L,533685,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0592-0001.jpeg,NORMAL2-IM-0592-0001.jpeg,False
train_normal,train,normal,1956,1634,1.197,3196104,L,787018,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0630-0001.jpeg,IM-0630-0001.jpeg,False
train_normal,train,normal,1836,1592,1.153,2922912,L,701514,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1288-0001.jpeg,NORMAL2-IM-1288-0001.jpeg,False
train_normal,train,normal,1056,792,1.333,836352,L,200137,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1241-0001.jpeg,NORMAL2-IM-1241-0001.jpeg,False
train_normal,train,normal,1442,1214,1.188,1750588,L,430403,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1307-0001.jpeg,NORMAL2-IM-1307-0001.jpeg,False
train_normal,train,normal,1828,1511,1.21,2762108,L,654747,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0295-0001.jpeg,IM-0295-0001.jpeg,False
train_normal,train,normal,1716,1353,1.268,2321748,L,612818,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1131-0001.jpeg,NORMAL2-IM-1131-0001.jpeg,False
train_normal,train,normal,1496,1333,1.122,1994168,L,483108,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0540-0001.jpeg,IM-0540-0001.jpeg,False
train_normal,train,normal,1952,1496,1.305,2920192,L,744490,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0521-0001.jpeg,NORMAL2-IM-0521-0001.jpeg,False
train_normal,train,normal,1955,1672,1.169,3268760,L,1187656,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0651-0001.jpeg,NORMAL2-IM-0651-0001.jpeg,False
train_normal,train,normal,1554,1245,1.248,1934730,L,519714,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0698-0001.jpeg,NORMAL2-IM-0698-0001.jpeg,False
train_normal,train,normal,1770,1387,1.276,2454990,L,510464,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0226-0001.jpeg,IM-0226-0001.jpeg,False
train_normal,train,normal,1716,1225,1.401,2102100,L,506902,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1182-0001.jpeg,NORMAL2-IM-1182-0001.jpeg,False
train_normal,train,normal,1674,1144,1.463,1915056,L,533737,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0683-0001.jpeg,IM-0683-0001.jpeg,False
train_normal,train,normal,1488,1209,1.231,1798992,L,489481,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0156-0001.jpeg,IM-0156-0001.jpeg,False
train_normal,train,normal,1346,1109,1.214,1492714,L,427912,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0270-0001.jpeg,IM-0270-0001.jpeg,False
train_normal,train,normal,1866,1654,1.128,3086364,L,747788,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0577-0001.jpeg,NORMAL2-IM-0577-0001.jpeg,False
train_normal,train,normal,1284,1013,1.268,1300692,L,334371,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0497-0001-0001.jpeg,IM-0497-0001-0001.jpeg,False
train_normal,train,normal,1240,1064,1.165,1319360,L,273848,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0741-0001.jpeg,NORMAL2-IM-0741-0001.jpeg,False
train_normal,train,normal,2418,2260,1.07,5464680,L,1110735,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0666-0001.jpeg,IM-0666-0001.jpeg,False
train_normal,train,normal,1712,1330,1.287,2276960,L,582925,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0385-0001.jpeg,IM-0385-0001.jpeg,False
train_normal,train,normal,1674,1493,1.121,2499282,L,621438,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0499-0001.jpeg,IM-0499-0001.jpeg,False
train_normal,train,normal,1678,1480,1.134,2483440,L,695608,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0450-0001.jpeg,IM-0450-0001.jpeg,False
train_normal,train,normal,1284,1020,1.259,1309680,L,308447,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0644-0001-0001.jpeg,IM-0644-0001-0001.jpeg,False
train_normal,train,normal,1874,1836,1.021,3440664,L,845998,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1351-0001.jpeg,NORMAL2-IM-1351-0001.jpeg,False
train_normal,train,normal,1870,1638,1.142,3063060,L,801423,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1167-0001.jpeg,NORMAL2-IM-1167-0001.jpeg,False
train_normal,train,normal,1496,981,1.525,1467576,L,386964,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0516-0001.jpeg,IM-0516-0001.jpeg,False
train_normal,train,normal,2048,1804,1.135,3694592,L,834253,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0482-0001.jpeg,NORMAL2-IM-0482-0001.jpeg,False
train_normal,train,normal,1802,1437,1.254,2589474,L,554530,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0950-0001.jpeg,NORMAL2-IM-0950-0001.jpeg,False
train_normal,train,normal,1916,2059,0.931,3945044,L,880640,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0999-0001.jpeg,NORMAL2-IM-0999-0001.jpeg,False
train_normal,train,normal,1642,1422,1.155,2334924,L,605322,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0816-0001.jpeg,NORMAL2-IM-0816-0001.jpeg,False
train_normal,train,normal,1692,1735,0.975,2935620,L,739927,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0669-0001.jpeg,NORMAL2-IM-0669-0001.jpeg,False
train_normal,train,normal,1654,1171,1.412,1936834,L,494973,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1266-0001-0001.jpeg,NORMAL2-IM-1266-0001-0001.jpeg,False
train_normal,train,normal,2566,2321,1.106,5955686,L,1791254,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0944-0001.jpeg,NORMAL2-IM-0944-0001.jpeg,False
train_normal,train,normal,1716,1202,1.428,2062632,L,567645,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-0496-0001.jpeg,NORMAL2-IM-0496-0001.jpeg,False
train_normal,train,normal,2156,1936,1.114,4174016,L,1078712,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0502-0001.jpeg,IM-0502-0001.jpeg,False
train_normal,train,normal,1310,1306,1.003,1710860,L,593020,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1173-0001.jpeg,NORMAL2-IM-1173-0001.jpeg,False
train_normal,train,normal,2572,2476,1.039,6368272,L,1648918,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0734-0001.jpeg,IM-0734-0001.jpeg,False
train_normal,train,normal,1464,1183,1.238,1731912,L,510543,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1345-0001.jpeg,NORMAL2-IM-1345-0001.jpeg,False
train_normal,train,normal,1812,1446,1.253,2620152,L,618719,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/NORMAL2-IM-1035-0001.jpeg,NORMAL2-IM-1035-0001.jpeg,False
train_normal,train,normal,1928,1754,1.099,3381712,L,767649,/Users/josephinehojding/.cache/kagglehub/datasets/paultimothymooney/chest-xray-pneumonia/versions/2/chest_xray/train/NORMAL/IM-0444-0001.jpeg,IM-0444-0001.jpeg,False
